Galaxy,Blaster,Rebel,ManaReaver,Demolitionist,Cybernetic,Infiltrator,StarGuardian,Paragon,Sniper,Set3_Celestial,MechPilot,Set3_Sorcerer,Astro,Chrono,Battlecast,Set3_Brawler,SpacePirate,DarkStar,Vanguard,Starship,Mercenary,Protector,Set3_Mystic,Set3_Blademaster,DamageToPlayer,Top4,Win
Treasure Trove,Tier 0,Tier 0,Tier 1,Tier 0,Tier 2,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,196,TRUE,TRUE
SuperDense,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 3,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,71,TRUE,FALSE
Little Legend,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,181,TRUE,TRUE
Treasure Trove,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,80,FALSE,FALSE
Treasure Trove,Tier 0,Tier 0,Tier 1,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,171,TRUE,TRUE
SuperDense,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,119,FALSE,FALSE
Little Legend,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 1,Tier 0,215,TRUE,TRUE
Galactic Armory,Tier 0,Tier 0,Tier 1,Tier 0,Tier 2,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,204,TRUE,TRUE
Salvage World,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,79,FALSE,FALSE
Trade Sector,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,105,TRUE,FALSE
Plunder Planet,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,128,TRUE,FALSE
Binary Star,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,168,TRUE,TRUE
Plunder Planet,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,152,TRUE,TRUE
Normal,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,111,FALSE,FALSE
Galactic Armory,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,117,FALSE,FALSE
Normal,Tier 1,Tier 2,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,51,FALSE,FALSE
Normal,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,67,FALSE,FALSE
Salvage World,Tier 1,Tier 2,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,143,TRUE,FALSE
Salvage World,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,175,TRUE,TRUE
Normal,Tier 0,Tier 0,Tier 1,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,158,TRUE,TRUE
Treasure Trove,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,97,FALSE,FALSE
Galactic Armory,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,79,FALSE,FALSE
Little Legend,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 1,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,54,FALSE,FALSE
Plunder Planet,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,39,FALSE,FALSE
Binary Star,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,143,TRUE,FALSE
Little Legend,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 2,91,FALSE,FALSE
Plunder Planet,Tier 1,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,136,TRUE,FALSE
Treasure Trove,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,110,TRUE,FALSE
Normal,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,114,TRUE,FALSE
SuperDense,Tier 0,Tier 0,Tier 1,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,50,FALSE,FALSE
Trade Sector,Tier 0,Tier 0,Tier 1,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,76,FALSE,FALSE
Plunder Planet,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 3,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,87,FALSE,FALSE
Normal,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,73,FALSE,FALSE
SuperDense,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 2,Tier 1,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,234,TRUE,TRUE
Plunder Planet,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 2,Tier 0,151,TRUE,FALSE
Trade Sector,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,149,TRUE,FALSE
Trade Sector,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,123,TRUE,FALSE
Treasure Trove,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,75,FALSE,FALSE
Treasure Trove,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,67,FALSE,FALSE
Normal,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,107,TRUE,FALSE
Galactic Armory,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,72,FALSE,FALSE
Normal,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,109,TRUE,FALSE
Little Legend,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,155,TRUE,FALSE
Normal,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,138,TRUE,TRUE
Normal,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,77,FALSE,FALSE
Treasure Trove,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,57,FALSE,FALSE
Normal,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,113,FALSE,FALSE
Trade Sector,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,175,TRUE,TRUE
Star Cluster,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,140,TRUE,FALSE
Trade Sector,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 1,Tier 2,Tier 0,Tier 0,Tier 0,Tier 2,Tier 0,121,TRUE,FALSE
Galactic Armory,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 1,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 2,Tier 1,Tier 0,179,TRUE,TRUE
Treasure Trove,Tier 0,Tier 0,Tier 1,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,136,TRUE,FALSE
SuperDense,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 2,Tier 0,Tier 0,Tier 0,Tier 2,Tier 0,163,TRUE,FALSE
Plunder Planet,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,28,FALSE,FALSE
Treasure Trove,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,79,FALSE,FALSE
Binary Star,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,82,FALSE,FALSE
Treasure Trove,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 0,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,212,TRUE,TRUE
Binary Star,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 3,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,91,TRUE,FALSE
Galactic Armory,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,90,TRUE,FALSE
Galactic Armory,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,73,FALSE,FALSE
SuperDense,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,65,FALSE,FALSE
Binary Star,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,41,FALSE,FALSE
Treasure Trove,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,119,FALSE,FALSE
Star Cluster,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,50,FALSE,FALSE
Galactic Armory,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,76,FALSE,FALSE
Star Cluster,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 3,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,60,FALSE,FALSE
Star Cluster,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 1,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,106,TRUE,FALSE
Little Legend,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 2,91,TRUE,FALSE
Treasure Trove,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 1,Tier 1,Tier 0,124,TRUE,FALSE
Normal,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 4,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,167,TRUE,TRUE
SuperDense,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,111,FALSE,FALSE
Trade Sector,Tier 0,Tier 0,Tier 1,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 2,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,197,TRUE,TRUE
SuperDense,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,112,TRUE,FALSE
Normal,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,84,FALSE,FALSE
SuperDense,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,47,FALSE,FALSE
SuperDense,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,146,TRUE,FALSE
Little Legend,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,160,TRUE,FALSE
Binary Star,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,90,FALSE,FALSE
Normal,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,57,FALSE,FALSE
Binary Star,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,112,TRUE,FALSE
Salvage World,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,98,TRUE,FALSE
Treasure Trove,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,109,TRUE,FALSE
Plunder Planet,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 2,Tier 2,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,67,FALSE,FALSE
Little Legend,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 1,Tier 1,Tier 1,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,Tier 1,Tier 0,152,TRUE,FALSE
Salvage World,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 3,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 1,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,Tier 0,Tier 0,Tier 1,Tier 0,Tier 0,Tier 0,155,TRUE,FALSE
